"screen_name","text"
"Trader4Day","@SharynPowell10 @mogg67 @SAHealth I didn't call you an anti-vaxxer.
Only thing I said relating directly to you was 'You read to much BS about vaccine issues.'
If you are going to get butt hurt over little things - get off Twitter <U+0001F619>"
"NACCHOalerts","The crisis of vaccine hesitancy and the crisis of cratering trust in institutions are one and the same, writes @olgakhazan: https://t.co/SDtlleV24n"
"Arlington_Dad","The lead COVID writer for the NYT is an obvious anti-vaxxer who doesn't believe her vaccine works. She also wants the mask gestapo sicked on low-level Emirates service workers because of her anti-vaccine phobia. https://t.co/V7nECHe77L"
"HlHumbert","@TP_UKMingeLane @KD2NFC @stantjaden @BernieRacer31 @GovRonDeSantis Your question doesn't make sense. You don't treat with a vaccine. Vaccines are for prevention. You have to treat with anti-virals or symptom-reducers once infected."
"TKrebble","@Iuversz @kimdotwho @NMowbray23 I agree, the vast majority of people are happy to find some new normal with covid-19. The whole anti vaxxer, anti lockdown, anti vaccine pass movement is becoming less relevant every day."
"Arturo_Arian","Open SmartNews and read ""Paul Krugman argues the GOP is â€˜pro-COVIDâ€™ and is trying to â€˜keep the pandemic goingâ€™"" here: https://t.co/xIpbhURS1F 
To read it on the web, tap here: https://t.co/nBrmVvYLGT"
"DustinW83290153","@olgakhazan Oh and don't even get me started on the new anti viral pills. What a bloody joke. I thought it was a vaccine and cure. Looks like someone is setting up for a never ending pandemic"
"Carolchristof13","At 1:23 timestamp Brenda begins her anti -vax talk.They also hosted DOCS critical of the vaccine program at their church aka political rally. Why are they allowed to spread vaccine dis-info / politics and then claim to be a Church?                         .https://t.co/C4ecwAMl13"
"AngelaCuming","Just in case there's any doubt....Anti-vaxxers in Australia are willfully removing themselves as organ donors in protest of vaccine mandates."
"DoYouBleedNow","@Traveling_89 @ReutersFacts Are you anti vaccine?"
"VDFromAToZ","I'm fed up w/ hearing Anti-vaxxers (mainly under-educated #WhitePeople &amp; #BIPOCS) tell me this: 
""The Bible tells us we don't have to get the vaccine 'cause we don't have to get shot up with what we already have, &amp; we're not sick!""
(I wrote down what I was told, word for word.) https://t.co/yUPcX3V6dS"
"SallySellers54","â€œIf we had had everybody immunized in the world who is over the age of 18 with at least one dose of COVID vaccine, Omicron might not have happened,â€ Noni MacDonald, a vaccinologist at Dalhousie University in Nova Scotia, https://t.co/YLzjSO9wMM"
"SallySellers54","Whatâ€™s Really Behind Global Vaccine Hesitancy - The Atlantic  The crisis of vaccine hesitancy and the crisis of cratering trust in institutions are one and the same. https://t.co/YLzjSO9wMM"
"Rickyjbenson2","@LangmanVince DAMMIT  Vince . How can we expect you to take the vaccine when you can't take your 
ANTI-PSYCHIC MEDS !"
"lawson_jordy","people living in counties that voted heavily for Donald Trump during the last presidential election have been nearly three times as likely to die from COVID-19. Anti vaccine, believing misinformation, and no fear or concern about the virus are the 3 main reasons. Fine, then die!"
"jblood4life","@Heart_1958 @Wiggy4646 Holy shit they actually have teams for vaccine companies?? So much anti-establishment going on there <U+0001F62D><U+0001F62D><U+0001F62D>"
"xTKizzy","@Hey_DylanH @DrUncleKevin @BridgetPhetasy I never said I was anti-vaccine. I am pro-saving lives, whatever it takes. Big Pharma is pro-profit. People should think about that before spouting the party line."
"marinepoker68","@StephenMoore Yeah, except I'm wondering, are there any Democrats that are anti this vaccine? I don't know any personally. All the libetards I know are all pro vaccine and they all support getting fired for not going along with the program like sheep! #LetsGoBrandon"
"Ryu_Raccoon","I have an idea for a new business venture for those trying to undo the vaccine, sell a placebo to help the body fight off the vaccine and push it to the anti-vaxxors. All it needs are some vitamins, etc, and sell it for $$$."
"nicole_in_AB","@CalgaryRugbyDad If you block anti-vaxxers, and since the definition of anti-vaxxer now includes those opposed to vaccine mandates, block me.

I'll reciprocate. I don't follow small minded people who vindictively trample on the freedoms of others for their own convenience or entertainment."
"MrAdamRLee","Respectfully, I invite anyone who believes that drinking one's own urine or that microchips are in a vaccine to join me in a scientific examination of the claims using a randomized controlled study. Select your own people to support my people in execution. https://t.co/tgYLkfNXJs"
"NastyJackBuzz","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/n91hquPEeC"
"mjk_4mjk","@bradheath ""People in pro-Trump areas nearly three times more likely to die from COVID-19: NPR analysis"", https://t.co/pldX0Vzhrb
""Fox News amplifies anti-vaccine messages after Biden push"", https://t.co/SilbHuSGqX."
"TempAccount5648","@MikeWel61647760 @AlistairHaimes @danieljclarke Fwiw I think it'd be awful policy if govt follows this temptation. I dislike the ethics &amp; fear it'll push vaccine-hesitant to full-on anti-vaxx with bad consequences elsewhere. But Ali's right that hazard ratio affects how tempting the option is &amp; why some EU countries took it"
"AndrewLewisFC","The vaccine certificate mandate will continue long past mid-January, but the Ford government is going to avoid formally announcing as long as it can, thus encouraging anti-vaxxers to remain unvaxxed &amp; continue to use easily faked certificates.
#ONpoli https://t.co/BEw0SPJOlN"
"Jennharlock","@QuancyClayborne Heard a new one today. Anti-vaxxers/Q think that the vaccine has microscopic DNA that turns people into androids. Yup. It was reported on NPR."
"TK421spost","@DNSWilson Tell him to stop being an anti-vaxxer and believe in the efficacy of the vaccine"
"Jomora17","@StephenMoore these damn anti vaccine caucasian  are killing average citizens because pharmaceutical corporations wrote legislation for them in order to get a big payout while the rest of American citizens pay for it with our tax money and peoples livestream"
"rjamesfinn",".@BlakePater sat through hours of anti-vaccine testimony so that you don't have to #lalege #lagov 
https://t.co/7y5XQOREO1"
"realhahnsolo","Just some FACTS for those who think that Vaccine Mandates are 'anti-American' and 'anti-freedom':
- George Washington mandated the first vaccine (Smallpox) to the Continental Army in 1777
- 13 different vaccines have been required for decades for ALL of our Armed Forces
- Every"
"stillljane","https://t.co/DdGHtEzXpG
never forget this iconic moment in history."
"paulinepark","""Prominent Christian televangelist &amp; anti-vaccine advocate #MarcusLamb died after being hospitalized with #COVID19. Lamb founded Christian television network #Daystar Television Network in 1997"": the #antivaxxer was a victim of his own ideology...

https://t.co/h3MYprvE22"
"schools_us","@irasocol So by your definition of anti-vaxxer, you will be blocking 2/3 of US parents of younger kids? See:
https://t.co/bzJWzqFLOC

Alsoâ€¦ https://t.co/Kq74V76PiY"
"garden_nome1","@drmikehart Exactly!  We have had every conventional vaccine there is.  The fact we donâ€™t want this experimental drug does not make us anti-vaxxers!"
"Tulsabill55","@politicalelle Give me a break. We have been requiring children to get vaccinated against contagious diseases in order to attend school for a very long time and, apart from the anti vaccine fringe, no one has suggested that this was â€œundercutting childhood.â€"
"NabheetS","@regordane @MikeStuchbery_ So how many anti-vaxxers have you been able to convince to get any vaccine since 1998? And same for since 2018?"
"TradeFutes","@drmikehart Indeed. You could have fought for vaccine use your whole life, then you dare even question mRNA and you are an anti-vaxxer, flat earther, and a public menace. Science is listeningâ€¦not questioning or debating. <U+0001F910>"
"cajunhossman1","Iâ€™m not anti vax. I donâ€™t care if you take every Monday lunch break to get a new booster for the rest of your life. If the vaxes worked the CDC wouldnâ€™t have had to dilute the definition of vaccine twice. The vaxes are approaching the efficacy of Tamiflu. No mandates. NONE."
"toughmfer","@sydneyunigal @KopsMiss @laurenboebert I'm not an anti-vaxxer. In fact I believe vaccines are the second greatest health technology behind sanitation. Here's your problem, for something to be called a vaccine, it has to work and not kill healthy young people. Stop parroting corporate propaganda. It's super fascist-ey."
"AJDoom","@AlanRMacLeod @china_takes This is literally any child getting a vaccine but of course it's being spun in an anti-China direction"
"kinky2","t/h to Jimmy Dore who pointed out that Merriam-Webster's updated definition of anti-vaxxer includes anyone opposed to vaccine mandates. lol https://t.co/Ni7mcGA2hb"
"Letschangeitall","@_JordanFlowers_ You really need to ask?  Isnâ€™t personal choice for my body an anti vaccine mantra? Could be wrong, but"
"Willpa11","This is nothing political pro or anti vaccine or pro or anti maskâ€¦ that said since I got the vaccine my bench press and squat max has gone up legit 40 LBsâ€¦. That vaccine had to have HGH in it Iâ€™m convinced"
"JulieAnnLily","Explain to America @MiamiHerald @nytimes @CNN @washingtonpost WHY our media @HoustonChron is not stopping this deadly GOP vaccine insanity?? When did our society &amp; press just ignore overt Lying politicians promoting anti vaccine &amp; death"
"nolifeneet","""St. Catharines MPP Jennie Stevens says her office received a number of calls from parents saying they were harassed last week when taking their kids to in for vaccine appointments"" https://t.co/1sl1cQaCdn"
"nolifeneet","Anti-vaccine protesters followed, intimidated people at vaccine clinic, Prince George RCMP say https://t.co/W96ZTtR3Mp"
"tmelissen1219","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' - https://t.co/RxEwoe5EUS https://t.co/6jI26M2iU2"
"NoMisinfoToday","@LuciaSource @JNReinertson @rlrlkr @AmerMedicalAssn Latest wild Anti-VAXX claim

One problem. Graphene oxide IS NOT INGREDIENT in vaccine. Never was

Page 14 of FDA Insert for ingredients
https://t.co/82Q7sJ1Kwm https://t.co/nJm0ZYDKdW"
"truepatrio","@POTUS Huge Anti-Vaccine protests in Australia and around the world. Why isn't the mainstream media reporting any of this to continues to push for more vaccines while elected officials push for vaccine mandates?
#NoVaccineMandates 
https://t.co/1dqUfY6IlV"
"dnice0123","@ArielleScarcell @TheLimerickKing I happened to be in Times Square to see the anti-vaccine rally but only realized with the news today why it was so obviously needed."
"TeeMichelle57","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/8N6KEgEguO #SmartNews"
"sreateguir","@UgonnaMario Hi how are you? A shame what happens to the child. Are you sure you already have the 2 doses of the anti-c19 vaccine?"
"UbyrAndrewJames","@abcnews have now gone so right wing and up LNP butts they have NO coverage of teacher and NO support for teachers. This type of ignoring is what should have happened with the anti lockdown anti vaccine protest but ABC help the LNP fuel hate"
"DjDonnellon","If people think that one of the problems with â€œanti-vaxxersâ€ is that they are not properly â€œeducatedâ€, then in what sense does it make for schools to have vaccine requirements effectively banning all â€œanti-vaxxersâ€ from receiving such an important â€œeducationâ€? How does that help?"
